1 0 5.000000
1 1 4.982192
1 2 4.756886
1 3 4.416188
1 4 3.970143
2 0 5.000000
2 1 3.133333
2 2 2.813333
2 3 1.373333
2 4 1.216216
n h 
n h 
1 0 5.000000
1 1 4.982192
1 2 4.756886
1 3 4.416188
1 4 3.970143
2 0 5.000000
2 1 3.133333
2 2 2.813333
2 3 1.373333
2 4 1.216216
